"componente","valor_singular","energia","proporcion_individual","proporcion_acumulada","porcentaje_acumulado"
158,3.80878253097537,14.5068243682631,0.00215027558652055,0.47553793455578,47.553793455578
159,3.80737456150976,14.4961010516316,0.00214868612177114,0.477686620677551,47.7686620677551
160,3.80147233861921,14.451191941287,0.00214202946410886,0.47982865014166,47.982865014166
161,3.79663689287815,14.4144516963635,0.00213658363739335,0.481965233779053,48.1965233779053
162,3.78798601884963,14.3488380790003,0.00212685805197385,0.484092091831027,48.4092091831027
163,3.78520781219649,14.3277981815134,0.00212373941092874,0.486215831241956,48.6215831241956
164,3.78370079051712,14.3163916721599,0.00212204867986537,0.488337879921821,48.8337879921821
165,3.77770367352315,14.2710450449503,0.0021153271712192,0.49045320709304,49.045320709304
166,3.77686532095135,14.264711652605,0.0021143884034645,0.492567595496505,49.2567595496505
167,3.77260087729593,14.232517379374,0.00210961640388713,0.494677211900392,49.4677211900392
168,3.76773619927673,14.1958360673402,0.00210417931250548,0.496781391212897,49.6781391212897
169,3.76388746385918,14.1668488405963,0.0020998826777351,0.498881273890632,49.8881273890632
170,3.7621053823575,14.1534369079633,0.00209789469259262,0.500979168583225,50.0979168583225
171,3.75776113490726,14.1207687470195,0.00209305245095856,0.503072221034184,50.3072221034184
172,3.75614577459458,14.1086310800047,0.002091253343973,0.505163474378157,50.5163474378157
173,3.7438222008239,14.0162046713819,0.00207755342971428,0.507241027807871,50.7241027807871
174,3.743067535996,14.0105545790272,0.00207671594417344,0.509317743752044,50.9317743752044
175,3.7369087512998,13.964487015541,0.00206988757467092,0.511387631326715,51.1387631326715
176,3.73513894749702,13.9512629571091,0.00206792743720189,0.513455558763917,51.3455558763917
177,3.72764774901792,13.8953577407583,0.00205964088055609,0.515515199644473,51.5515199644473
178,3.7252245001696,13.8772975766638,0.00205696391081033,0.517572163555284,51.7572163555284
179,3.72077393728823,13.8441586924034,0.00205205189616254,0.519624215451446,51.9624215451446
180,3.71549692551599,13.8049174035187,0.00204623535193962,0.521670450803386,52.1670450803386
181,3.71229730113938,13.7811512520467,0.0020427126116073,0.523713163414993,52.3713163414993
182,3.7096384344729,13.7614173145186,0.00203978754661613,0.525752950961609,52.5752950961609
183,3.70622983076203,13.7361395584304,0.00203604074852865,0.527788991710138,52.7788991710138
184,3.70027725702758,13.6920517788755,0.00202950583271012,0.529818497542848,52.9818497542848
185,3.69824641836152,13.6770265709238,0.00202727871966176,0.53184577626251,53.184577626251
186,3.69387514177876,13.6447135630511,0.00202248912062947,0.533868265383139,53.3868265383139
187,3.69048678011578,13.6196926742093,0.00201878039671694,0.535887045779856,53.5887045779856
188,3.6856973846974,13.5843652115653,0.00201354397980522,0.537900589759661,53.7900589759661
189,3.68329332059638,13.5666496855499,0.00201091809407544,0.539911507853737,53.9911507853737
190,3.68149478994122,13.5534038883644,0.00200895473437733,0.541920462588114,54.1920462588114
191,3.67663023564984,13.5176098896946,0.00200364916511353,0.543924111753228,54.3924111753228
192,3.67282461168568,13.489640628204,0.00199950341835122,0.545923615171579,54.5923615171579
193,3.67059354095523,13.4732569429022,0.001997074944853,0.547920690116432,54.7920690116432
194,3.6644457153438,13.4281624007016,0.00199039080153411,0.549911080917966,54.9911080917966
195,3.66060962984109,13.4000628620853,0.00198622574443098,0.551897306662397,55.1897306662397
196,3.65952247641708,13.3921047554018,0.00198504615322051,0.553882352815617,55.3882352815617
197,3.65419054452108,13.3531085356673,0.00197926593439846,0.555861618750016,55.5861618750016
198,3.64851291245828,13.3116464723748,0.00197312021565248,0.557834738965668,55.7834738965668
199,3.63971268696084,13.2475084436237,0.0019636133495121,0.55979835231518,55.9798352315181
200,3.63719818707181,13.2292106520384,0.00196090115740622,0.561759253472587,56.1759253472587
