problema,n,pct
fechas_utilizacion_invalidas,0,0.0
fechas_nacimiento_invalidas,0,0.0
beneficiarios_con_mas_de_un_sexo,525,0.0008032054783203367
beneficiarios_con_mas_de_un_tipo,6950,0.010632910617764457
beneficiarios_con_mas_de_una_fecha_nacimiento,0,0.0
