variable,n_faltantes,pct_faltantes
CID,8125688,0.8694966591684057
DESC_ESPECIALIDADE,6588625,0.7050218302762101
TIPO_UNIDADE_PREST_HOSPITALAR,2686301,0.28745008976726
UF_CNES_PREST_HOSPITALAR,2686301,0.28745008976726
DT_UTILIZACAO,0,0.0
DT_NASCIMENTO_BENEFICIARIO,0,0.0
TIPO_BENEFICIARIO,0,0.0
SEXO_BENEFICIARIO,0,0.0
CETIPO,0,0.0
CD_PROCEDIMENTO,0,0.0
VALOR_UTILIZACAO,0,0.0
