dorsalgia,count,mean,std,min,50%,90%,95%,99%,max
0,380000.0,106.59676821052632,1002.8275106296381,-2650.0,17.5,140.49100000000035,270.8694999999978,1207.0248000000045,161112.39
1,33599.0,267.35143426887703,2422.2196968697394,-144.37,16.2,240.15800000000058,612.8409999999996,3800.0,160000.0
