modelo,accuracy,precision,recall_sensibilidad,especificidad,f1,roc_auc,pr_auc
modelo_gradient_boosting,0.9669846320958945,0.027094152178821405,0.9448818897637795,0.9670061255742726,0.05267778753292362,0.9858870928844461,0.19036503052356135
modelo_random_forest,0.9843720119026674,0.049388523047977424,0.8267716535433071,0.9845252679938744,0.09320905459387484,0.9898391433842593,0.18380628187178275
modelo_arbol_decision,0.9600694577248771,0.021424544258598008,0.8976377952755905,0.9601301684532925,0.04185022026431718,0.9485987145940602,0.10170747575094409
modelo_regresion_logistica,0.9539345353293505,0.018932593438877102,0.9133858267716536,0.9539739663093415,0.03709625839462744,0.9757122185913591,0.06038580390185929
