n_beneficiarios,n_k80,n_con_cid,n_procedimientos,n_consultas,n_examenes,n_terapias,n_internaciones,n_urgencias,n_costos_negativos,n_costos_cero,n_costos_faltantes,costo_total_positivo
653631,306,18951,9345278,806755,4218417,713244,1589127,932443,3001,70394,0,998610424.77
