target_k80,n_beneficiarios,edad_media,procedimientos_promedio,consultas_promedio,examenes_promedio,terapias_promedio,internaciones_promedio,urgencias_promedio,costo_total_promedio,porcentaje_con_uci,porcentaje_internado,porcentaje_cirugia,porcentaje_imagenologia,porcentaje_ecografia_abdominal,porcentaje_procedimiento_biliar
0,653325,37.9052966069093,14.2619002793403,1.23353308077909,6.45196494853251,1.09144606436307,2.39901580377301,1.42563042895955,1521.59588195768,0.368116940267095,2.41411242490338,5.99640301534458,5.47797803543413,0,0.7590402938813
1,306,45.5114754098361,90.2679738562091,2.80065359477124,10.4150326797386,0.571895424836601,71.2091503267974,3.40849673202614,14750.9646732026,5.22875816993464,94.4444444444444,81.0457516339869,5.55555555555556,0,94.7712418300654
