tipo_benef,base_%,cohorte_%,lift
TITULAR,51.825418317062685,71.32530120481928,1.38
DEPENDENTE,41.457642002903775,25.301204819277107,0.61
,4.705407179280052,2.6506024096385543,0.56
AGREGADO,0.9034149237107787,0.7228915662650602,0.8
OUTROS,0.7421618619679912,0.0,0.0
