titulo,doi,url_paper,fecha,autores,resumen,num_citas,num_descargas,tags,ccs_tags,num_referencias,referencias,url_issue
Speed-Aware Audio-Driven Speech Animation using Adaptive Windows,10.1145/3691341,https://dl.acm.org/doi/10.1145/3691341,01 October 2024,Sunjin Jung; Sunjin Jung; Yeongho Seol; Yeongho Seol; Kwanggyoon Seo; Kwanggyoon Seo; Hyeonho Na; Hyeonho Na; Seonghyeon Kim; Seonghyeon Kim; Vanessa Tan; Vanessa Tan; Junyong Noh; Junyong Noh,"We present a novel method that can generate realistic speech animations of a 3D face from audio using multiple adaptive windows. In contrast to previous studies that use a fixed size audio window, our method accepts an adaptive audio window as input, reflecting the audio speaking rate to use consistent phonemic information. Our system consists of three parts. First, the speaking rate is estimated from the input audio using a neural network trained in a self-supervised manner. Second, the appropriate window size that encloses the audio features is predicted adaptively based on the estimated speaking rate. Another key element lies in the use of multiple audio windows of different sizes as input to the animation generator: a small window to concentrate on detailed information and a large window to consider broad phonemic information near the center frame. Finally, the speech animation is generated from the multiple adaptive audio windows. Our method can generate realistic speech animations from in-the-wild audios at any speaking rate, i.e., fast raps, slow songs, as well as normal speech. We demonstrate via extensive quantitative and qualitative evaluations including a user study that our method outperforms state-of-the-art approaches.",3,3529,Facial animation; lip synchronization,Computing methodologies; Computer graphics; Animation; Machine learning; Machine learning approaches; Neural networks,49,"Autodesk. 2023. Maya. Retrieved from https://www.autodesk.com/maya ||| Alexei Baevski, Yuhao Zhou, Abdelrahman Mohamed, and Michael Auli. 2020. wav2vec 2.0: A framework for self-supervised learning of speech representations. Adv. Neural Inf. Process. Syst. 33 (2020), 12449–12460. ||| Volker Blanz and Thomas Vetter. 1999. A morphable model for the synthesis of 3D faces. In Proceedings of the 26th Annual Conference on Computer Graphics and Interactive Techniques . 187–194. ||| Lele Chen, Ross K. Maddox, Zhiyao Duan, and Chenliang Xu. 2019. Hierarchical cross-modal talking face generation with dynamic pixel-wise loss. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR’19) . ||| Soonbeom Choi, Wonil Kim, Saebyul Park, Sangeon Yong, and Juhan Nam. 2020. Children’s song dataset for singing voice research. In Proceedings of the International Society for Music Information Retrieval Conference (ISMIR’20) . ||| Joon Son Chung, Amir Jamaludin, and Andrew Zisserman. 2017. You said that? arXiv preprint arXiv:1705.02966 (2017). ||| Daniel Cudeiro, Timo Bolkart, Cassidy Laidlaw, Anurag Ranjan, and Michael J. Black. 2019. Capture, learning, and synthesis of 3D speaking styles. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR’19) . 10101–10111. ||| Pif Edwards, Chris Landreth, Eugene Fiume, and Karan Singh. 2016. JALI: An animator-centric viseme model for expressive lip synchronization. ACM Trans. Graph. 35, 4 (2016), 1–11. ||| Faceware. 2022. Faceware Studio. Retrieved from https://facewaretech.com/software/studio ||| Robert Faltlhauser, Thilo Pfau, and Günther Ruske. 2000. On-line speaking rate estimation using Gaussian mixture models. In Proceedings of the IEEE International Conference on Acoustics, Speech, and Signal Processing . IEEE, 1355–1358. ||| Yingruo Fan, Zhaojiang Lin, Jun Saito, Wenping Wang, and Taku Komura. 2022. FaceFormer: Speech-driven 3D facial animation with transformers. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR’22) . 18770–18780. ||| Awni Hannun, Carl Case, Jared Casper, Bryan Catanzaro, Greg Diamos, Erich Elsen, Ryan Prenger, Sanjeev Satheesh, Shubho Sengupta, Adam Coates, and Andrew Y. Ng. 2014. Deep speech: Scaling up end-to-end speech recognition. arXiv preprint arXiv:1412.5567 (2014). ||| Phillip Isola, Jun-Yan Zhu, Tinghui Zhou, and Alexei A. Efros. 2017. Image-to-image translation with conditional adversarial networks. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR’17) . ||| Shohei Iwase, Takuya Kato, Shugo Yamaguchi, Tsuchiya Yukitaka, and Shigeo Morishima. 2020. Song2Face: Synthesizing singing facial animation from audio. In Proceedings of the SIGGRAPH Asia Technical Communications Conference . 1–4. ||| Xinya Ji, Hang Zhou, Kaisiyuan Wang, Wayne Wu, Chen Change Loy, Xun Cao, and Feng Xu. 2021. Audio-driven emotional video portraits. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR’21) . ||| Yishan Jiao, Ming Tu, Visar Berisha, and Julie Liss. 2016. Online speaking rate estimation using recurrent neural networks. In Proceedings of the IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP’16) . IEEE, 5245–5249. ||| Tero Karras, Timo Aila, Samuli Laine, Antti Herva, and Jaakko Lehtinen. 2017. Audio-driven facial animation by joint end-to-end learning of pose and emotion. ACM Trans. Graph. 36, 4 (2017), 1–12. ||| Diederik P. Kingma and Jimmy Ba. 2014. Adam: A method for stochastic optimization. arXiv preprint arXiv:1412.6980 (2014). ||| Michael Kuhlmann, Fritz Seebauer, Janek Ebbers, Petra Wagner, and Reinhold Haeb-Umbach. 2022. Investigation into target speaking rate adaptation for voice conversion. arXiv preprint arXiv:2209.01978 (2022). ||| Yuanxun Lu, Jinxiang Chai, and Xun Cao. 2021. Live speech portraits: Real-time photorealistic talking-head animation. ACM Trans. Graph. 40, 6 (2021), 1–17. ||| Renuka Mannem, Hima Jyothi, Aravind Illa, and Prasanta Kumar Ghosh. 2020. Speech rate estimation using representations learned from speech with convolutional neural network. In Proceedings of the International Conference on Signal Processing and Communications (SPCOM’20) . IEEE, 1–5. ||| Michael McAuliffe, Michaela Socolof, Sarah Mihuc, Michael Wagner, and Morgan Sonderegger. 2017. Montreal forced aligner: Trainable text-speech alignment using Kaldi. In Proceedings of the Annual Conference of the International Speech Communication Association (INTERSPEECH’17) . 498–502. ||| Salvador Medina, Denis Tome, Carsten Stoll, Mark Tiede, Kevin Munhall, Alexander G. Hauptmann, and Iain Matthews. 2022. Speech driven tongue animation. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR’22) . 20406–20416. ||| Nelson Morgan and Eric Fosler-Lussier. 1998. Combining multiple estimators of speaking rate. In Proceedings of the IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP’98) . IEEE, 729–732. ||| Nelson Morgan, Eric Fosler-Lussier, and Nikki Mirghafori. 1997. Speech recognition using on-line estimation of speaking rate. In Proceedings of the European Conference on Speech Communication and Technology (EUROSPEECH’97) . Citeseer, 2079–2082. ||| Yifang Pan, Chris Landreth, Eugene Fiume, and Karan Singh. 2022. VOCAL: Vowel and consonant layering for expressive animator-centric singing animation. In Proceedings of the SIGGRAPH Asia Conference . 1–9. ||| Vassil Panayotov, Guoguo Chen, Daniel Povey, and Sanjeev Khudanpur. 2015. Librispeech: An ASR corpus based on public domain audio books. In Proceedings of the IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP’15) . IEEE, 5206–5210. ||| Thilo Pfau and Günther Ruske. 1998. Estimating the speaking rate by vowel detection. In Proceedings of the IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP’98) . IEEE, 945–948. ||| David Philippou-Hübner, Bogdan Vlasenko, Ronald Böck, and Andreas Wendemuth. 2012. The performance of the speaking rate parameter in emotion recognition from speech. In Proceedings of the IEEE International Conference on Multimedia and Expo Workshops . IEEE, 296–301. ||| Nikhila Ravi, Jeremy Reizenstein, David Novotny, Taylor Gordon, Wan-Yen Lo, Justin Johnson, and Georgia Gkioxari. 2020. Accelerating 3D deep learning with PyTorch3D. arXiv:2007.08501 (2020). ||| Alexander Richard, Michael Zollhöfer, Yandong Wen, Fernando De la Torre, and Yaser Sheikh. 2021. MeshTalk: 3D face animation from speech using cross-modality disentanglement. In Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV’21) . 1173–1182. ||| Linsen Song, Wayne Wu, Chen Qian, Ran He, and Chen Change Loy. 2022. Everybody’s talkin’: Let me talk as you want. IEEE Trans. Inf. Forens. Secur. 17 (2022), 585–598. ||| Aparna Srinivasan, Diviya Singh, Chiranjeevi Yarra, Aravind Illa, and Prasanta Kumar Ghosh. 2021. A robust speaking rate estimator using a CNN-BLSTM network. Circ., Syst., Signal Process. 40 (2021), 6098–6120. ||| Supasorn Suwajanakorn, Steven M. Seitz, and Ira Kemelmacher-Shlizerman. 2017. Synthesizing Obama: Learning lip sync from audio. ACM Trans. Graph. 36, 4 (2017), 1–13. ||| Sarah Taylor, Taehwan Kim, Yisong Yue, Moshe Mahler, James Krahe, Anastasio Garcia Rodriguez, Jessica Hodgins, and Iain Matthews. 2017. A deep learning approach for generalized speech animation. ACM Trans. Graph. 36, 4 (2017), 1–11. ||| Sarah Taylor, Barry-John Theobald, and Iain Matthews. 2014. The effect of speaking rate on audio and visual speech. In Proceedings of the IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP’14) . IEEE, 3037–3041. ||| Justus Thies, Mohamed Elgharib, Ayush Tewari, Christian Theobalt, and Matthias Nießner. 2020. Neural voice puppetry: Audio-driven facial reenactment. In Proceedings of the European Conference on Computer Vision (ECCV’20) . Springer, 716–731. ||| Natalia Tomashenko and Yuri Khokhlov. 2014. Speaking rate estimation based on deep neural networks. In Proceedings of the 16th International Conference on Speech and Computer (SPECOM’14) . Springer, 418–424. ||| Jan P. Verhasselt and J.-P. Martens. 1996. A fast and reliable rate of speech detector. In Proceedings of 4th International Conference on Spoken Language Processing (ICSLP’96) . IEEE, 2258–2261. ||| Werner Verhelst and Marc Roelands. 1993. An overlap-add technique based on waveform similarity (WSOLA) for high quality time-scale modification of speech. In Proceedings of the IEEE International Conference on Acoustics, Speech, and Signal Processing . IEEE, 554–557. ||| K. Vougioukas, S. Petridis, and M. Pantic. 2018. End-to-end speech-driven facial animation with temporal GANs. In Proceedings of the British Machine Vision Conference (BMVC’18) . ||| Dagen Wang and Shrikanth S. Narayanan. 2007. Robust speech rate estimation for spontaneous speech. IEEE Trans. Audio, Speech Lang. Process. 15, 8 (2007), 2190–2201. ||| Kaisiyuan Wang, Qianyi Wu, Linsen Song, Zhuoqian Yang, Wayne Wu, Chen Qian, Ran He, Yu Qiao, and Chen Change Loy. 2020. MEAD: A large-scale audio-visual dataset for emotional talking-face generation. In Proceedings of the European Conference on Computer Vision (ECCV’20) . ||| Ting-Chun Wang, Ming-Yu Liu, Jun-Yan Zhu, Guilin Liu, Andrew Tao, Jan Kautz, and Bryan Catanzaro. 2018. Video-to-video synthesis. In Proceedings of the Conference on Advances in Neural Information Processing Systems (NeurIPS’18) . ||| Jinbo Xing, Menghan Xia, Yuechen Zhang, Xiaodong Cun, Jue Wang, and Tien-Tsin Wong. 2023. CodeTalker: Speech-driven 3D facial animation with discrete motion prior. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR’23) . 12780–12790. ||| Fisher Yu and Vladlen Koltun. 2015. Multi-scale context aggregation by dilated convolutions. arXiv preprint arXiv:1511.07122 (2015). ||| Jiahong Yuan and Mark Liberman. 2008. Speaker identification on the SCOTUS corpus. J. Acoust. Societ. Amer. 123, 5 (2008), 3878. ||| Yang Zhou, Xintong Han, Eli Shechtman, Jose Echevarria, Evangelos Kalogerakis, and Dingzeyu Li. 2020. MakeItTalk: Speaker-aware talking-head animation. ACM Trans. Graph. 39, 6 (2020). ||| Yang Zhou, Zhan Xu, Chris Landreth, Evangelos Kalogerakis, Subhransu Maji, and Karan Singh. 2018. VisemeNet: Audio-driven animator-centric speech animation. ACM Trans. Graph. 37, 4 (2018), 1–10.",https://dl.acm.org/toc/tog/2025/44/1
RNA: Relightable Neural Assets,10.1145/3695866,https://dl.acm.org/doi/10.1145/3695866,01 October 2024,Krishna Mullia; Krishna Mullia; Fujun Luan; Fujun Luan; Xin Sun; Xin Sun; Miloš Hašan; Miloš Hašan,"High-fidelity 3D assets with materials composed of fibers (including hair), complex layered material shaders, or fine scattering geometry are critical in high-end realistic rendering applications. Rendering such models is computationally expensive due to heavy shaders and long scattering paths. Moreover, implementing the shading and scattering models is non-trivial and has to be done not only in the 3D content authoring software (which is necessarily complex), but also in all downstream rendering solutions. For example, web and mobile viewers for complex 3D assets are desirable, but frequently cannot support the full shading complexity allowed by the authoring application. Our goal is to design a neural representation for 3D assets with complex shading that supports full relightability and full integration into existing renderers. We provide an end-to-end shading solution at the first intersection of a ray with the underlying geometry. All shading and scattering is precomputed and included in the neural asset; no multiple scattering paths need to be traced, and no complex shading models need to be implemented to render our assets, beyond a single neural architecture. We combine an MLP decoder with a feature grid. Shading consists of querying a feature vector, followed by an MLP evaluation producing the final reflectance value. Our method provides high-fidelity shading, close to the ground-truth Monte Carlo estimate even at close-up views. We believe our neural assets could be used in practical renderers, providing significant speed-ups and simplifying renderer implementations.",1,1038,Rendering; raytracing; neural rendering; global illumination; relightable neural assets,Computing methodologies; Computer graphics; Rendering; Ray tracing; Reflectance modeling,66,"Sai Praveen Bangaru, Michaël Gharbi, Tzu-Mao Li, Fujun Luan, Kalyan Sunkavalli, Milos Hasan, Sai Bi, Zexiang Xu, Gilbert Bernstein, and Fredo Durand. 2022. Differentiable rendering of neural SDFs through reparameterization. In Proceedings of the SIGGRAPH Asia 2022 Conference Papers . 1–9. ||| Laurent Belcour. 2018. Efficient rendering of layered materials using an atomic decomposition with statistical operators. ACM Transactions on Graphics 37, 4 (2018), 1. ||| Aner Ben-Artzi, Kevin Egan, Frédo Durand, and Ravi Ramamoorthi. 2008. A precomputed polynomial representation for interactive BRDF editing with global illumination. ACM Transactions on Graphics 27, 2, Article 13 (May2008), 13 pages. DOI: ||| Sai Bi, Zexiang Xu, Pratul P. Srinivasan, Ben Mildenhall, Kalyan Sunkavalli, Milos Hasan, Yannick Hold-Geoffroy, David J. Kriegman, and Ravi Ramamoorthi. 2020. Neural reflectance fields for appearance acquisition. arXiv:2008.03824. Retrieved from https://arxiv.org/abs/2008.03824 ||| Mark Boss, Raphael Braun, Varun Jampani, Jonathan T. Barron, Ce Liu, and Hendrik Lensch. 2021a. Nerd: Neural reflectance decomposition from image collections. In Proceedings of the IEEE/CVF International Conference on Computer Vision . 12684–12694. ||| Mark Boss, Varun Jampani, Raphael Braun, Ce Liu, Jonathan Barron, and Hendrik Lensch. 2021b. Neural-pil: Neural pre-integrated lighting for reflectance decomposition. In Proceedings of the 35th International Conference on Neural Information Processing Systems . 10691–10704. ||| Guangyan Cai, Kai Yan, Zhao Dong, Ioannis Gkioulekas, and Shuang Zhao. 2022. Physics-based inverse rendering using combined implicit and explicit geometries. In Computer Graphics Forum . Vol. 41, Wiley Online Library, 129–138. ||| Eric R. Chan, Connor Z. Lin, Matthew A. Chan, Koki Nagano, Boxiao Pan, Shalini De Mello, Orazio Gallo, Leonidas J. Guibas, Jonathan Tremblay, Sameh Khamis, Tero Karras, and Gordon Wetzstein. 2022. Efficient geometry-aware 3D generative adversarial networks. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition . 16123–16133. ||| Anpei Chen, Zexiang Xu, Andreas Geiger, Jingyi Yu, and Hao Su. 2022. TensoRF: Tensorial radiance fields. In European Conference on Computer Vision (ECCV) . ||| Matt Jen-Yuan Chiang, Benedikt Bitterli, Chuck Tappan, and Brent Burley. 2016. A practical and controllable hair and fur model for production path tracing. Computer Graphics Forum 35, 2 (2016), 275–283. DOI: ||| Per H. Christensen. 2015. An approximate reflectance profile for efficient subsurface scattering. In Proceedings of the ACM SIGGRAPH 2015 Talks . 1–1. ||| Mengyu Chu and Nils Thuerey. 2017. Data-driven synthesis of smoke flows with CNN-based feature descriptors. ACM Transactions on Graphics (TOG) 36, 4 (2017), 1–14. ||| Kristin J. Dana, Bram van Ginneken, Shree K. Nayar, and Jan J. Koenderink. 1999. Reflectance and texture of real-world surfaces. ACM Transactions on Graphics 18, 1 (Jan1999), 1–34. DOI: ||| Eugene d’Eon, Guillaume Francois, Martin Hill, Joe Letteri, and Jean-Marie Aubry. 2011. An energy-conserving hair reflectance model. In Computer Graphics Forum . Wiley Online Library, 30, 4 (2011), 1181–1187. ||| Craig Donner and Henrik Wann Jensen. 2006. A spectral BSSRDF for shading human skin. Rendering Techniques 2006 (2006), 409–418. ||| Craig Donner, Tim Weyrich, Eugene d’Eon, Ravi Ramamoorthi, and Szymon Rusinkiewicz. 2008. A layered, heterogeneous reflectance model for acquiring and rendering human skin. ACM Transactions on Graphics (TOG) 27, 5 (2008), 1–12. ||| Duan Gao, Guojun Chen, Yue Dong, Pieter Peers, Kun Xu, and Xin Tong. 2020. Deferred neural lighting: Free-viewpoint relighting from unstructured photographs. ACM Transactions on Graphics (TOG) 39, 6 (2020), 1–15. ||| Jie Guo, Jinghui Qian, Yanwen Guo, and Jingui Pan. 2016. Rendering thin transparent layers with extended normal distribution functions. IEEE Transactions on Visualization and Computer Graphics 23, 9 (2016), 2108–2119. ||| Yu Guo, Miloš Hašan, and Shuang Zhao. 2018. Position-free Monte Carlo simulation for arbitrary layered BSDFs. ACM Transactions on Graphics (ToG) 37, 6 (2018), 1–14. ||| Ralf Habel, Per H. Christensen, and Wojciech Jarosz. 2013. Photon beam diffusion: A hybrid Monte Carlo method for subsurface scattering. In Computer Graphics Forum . Wiley Online Library, 32, 4 (2013), 27–37. ||| Jon Hasselgren, Nikolai Hofmann, and Jacob Munkberg. 2022. Shape, light, and material decomposition from images using Monte Carlo rendering and denoising. In Proceedings of the 36th International Conference on Neural Information Processing Systems . 22856–22869. ||| Henrik Wann Jensen, Stephen R. Marschner, Marc Levoy, and Pat Hanrahan. 2001. A practical model for subsurface light transport. In Proceedings of the 28th Annual Conference on Computer Graphics and Interactive Techniques . 511–518. ||| Haian Jin, Isabella Liu, Peijia Xu, Xiaoshuai Zhang, Songfang Han, Sai Bi, Xiaowei Zhou, Zexiang Xu, and Hao Su. 2023. TensoIR: Tensorial inverse rendering. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR) . ||| Simon Kallweit, Thomas Müller, Brian Mcwilliams, Markus Gross, and Jan Novák. 2017. Deep scattering: Rendering atmospheric clouds with radiance-predicting neural networks. ACM Transactions on Graphics (TOG) 36, 6 (2017), 1–11. ||| Pramook Khungurn and Steve Marschner. 2017. Azimuthal scattering from elliptical hair fibers. ACM Transactions on Graphics (TOG) 36, 2 (2017), 1–23. ||| Diederik P. Kingma and Jimmy Ba. 2014. Adam: A method for stochastic optimization. arXiv:1412.6980. Retrieved from https://arxiv.org/abs/1412.6980 ||| Zhengfei Kuang, Kyle Olszewski, Menglei Chai, Zeng Huang, Panos Achlioptas, and Sergey Tulyakov. 2022. Neroic: Neural rendering of objects from online image collections. ACM Transactions on Graphics (TOG) 41, 4 (2022), 1–12. ||| Alexandr Kuznetsov, Krishna Mullia, Zexiang Xu, Miloš Hašan, and Ravi Ramamoorthi. 2021. NeuMIP: Multi-resolution neural materials. Transactions on Graphics (Proceedings of SIGGRAPH) 40, 4, Article 175 (July2021), 13 pages. ||| Alexandr Kuznetsov, Xuezheng Wang, Krishna Mullia, Fujun Luan, Zexiang Xu, Miloš Hašan, and Ravi Ramamoorthi. 2022. Rendering neural materials on curved surfaces. In ACM SIGGRAPH 2022 Conference Proceedings . 1–9. ||| Fujun Luan, Shuang Zhao, Kavita Bala, and Zhao Dong. 2021. Unified shape and SVBRDF recovery using differentiable Monte Carlo rendering. In Computer Graphics Forum . Wiley Online Library, 40, 4 (2021), 101–113. ||| Shi Mao, Chenming Wu, Zhelun Shen, and Liangjun Zhang. 2023. NeuS-PIR: Learning relightable neural surface using pre-integrated rendering. arXiv:2306.07632. Retrieved from https://arxiv.org/abs/2306.07632 ||| Stephen R. Marschner, Henrik Wann Jensen, Mike Cammarano, Steve Worley, and Pat Hanrahan. 2003. Light scattering from human hair fibers. ACM Transactions on Graphics (TOG) 22, 3 (2003), 780–791. ||| Ben Mildenhall, Pratul P. Srinivasan, Matthew Tancik, Jonathan T. Barron, Ravi Ramamoorthi, and Ren Ng. 2020. NeRF: Representing scenes as neural radiance fields for view synthesis. In Proceedings of the European Conference on Computer Vision . ||| Ben Mildenhall, Pratul P. Srinivasan, Matthew Tancik, Jonathan T. Barron, Ravi Ramamoorthi, and Ren Ng. 2021. Nerf: Representing scenes as neural radiance fields for view synthesis. Communications of the ACM 65, 1 (2021), 99–106. ||| Thomas Müller, Alex Evans, Christoph Schied, and Alexander Keller. 2022. Instant neural graphics primitives with a multiresolution hash encoding. ACM Trans. Graph. 41, 4 (July 2022), 102:1–102:15. DOI: ||| Jacob Munkberg, Jon Hasselgren, Tianchang Shen, Jun Gao, Wenzheng Chen, Alex Evans, Thomas Müller, and Sanja Fidler. 2022. Extracting triangular 3D models, materials, and lighting from images. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition . 8280–8290. ||| Ren Ng, Ravi Ramamoorthi, and Pat Hanrahan. 2003. All-frequency shadows using non-linear wavelet lighting approximation. ACM Transactions on Graphics 22, 3 (July2003), 376–381. DOI: ||| Ren Ng, Ravi Ramamoorthi, and Pat Hanrahan. 2004. Triple product wavelet integrals for all-frequency relighting. ACM Transactions on Graphics 23, 3 (Aug2004), 477–487. DOI: ||| Gilles Rainer, Adrien Bousseau, Tobias Ritschel, and George Drettakis. 2022. Neural precomputed radiance transfer. Computer Graphics Forum (Proceedings of the Eurographics conference) 41, 2 (April2022), 365–378. Retrieved from http://www-sop.inria.fr/reves/Basilic/2022/RBRD22 ||| Gilles Rainer, Wenzel Jakob, Abhijeet Ghosh, and Tim Weyrich. 2019. Neural BTF compression and interpolation. Computer Graphics Forum (Proceedings of Eurographics) 38, 2 (March2019), 235–244. ||| Ravi Ramamoorthi. 2009. Precomputation-Based Rendering . NOW Publishers Inc. Retrieved from http://graphics.cs.berkeley.edu/papers/Ramamoorthi-PBR-2009-04/ ||| Peiran Ren, Yue Dong, Stephen Lin, Xin Tong, and Baining Guo. 2015. Image based relighting using neural networks. ACM Transactions on Graphics (ToG) 34, 4 (2015), 1–12. ||| Peiran Ren, Jiaping Wang, Minmin Gong, Stephen Lin, Xin Tong, and Baining Guo. 2013. Global illumination with radiance regression functions. ACM Transactions on Graphics 32, 4 (2013), 130–1. ||| Peter-Pike Sloan, Jan Kautz, and John Snyder. 2002. Precomputed radiance transfer for real-time rendering in dynamic, low-frequency lighting environments. ACM Transactions on Graphics 21, 3 (July2002), 527–536. DOI: ||| Pratul P. Srinivasan, Boyang Deng, Xiuming Zhang, Matthew Tancik, Ben Mildenhall, and Jonathan T. Barron. 2021. NeRV: Neural reflectance and visibility fields for relighting and view synthesis. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition . 7495–7504. ||| Cheng Sun, Guangyan Cai, Zhengqin Li, Kai Yan, Cheng Zhang, Carl Marshall, Jia-Bin Huang, Shuang Zhao, and Zhao Dong. 2023a. Neural-PBIR Reconstruction of Shape, Material, and Illumination. arxiv:2304.13445 [cs.CV]. Retrieved from https://arxiv.org/abs/2304.13445 ||| Cheng Sun, Guangyan Cai, Zhengqin Li, Kai Yan, Cheng Zhang, Carl Marshall, Jia-Bin Huang, Shuang Zhao, and Zhao Dong. 2023b. Neural-PBIR reconstruction of shape, material, and illumination. In Proceedings of the IEEE/CVF International Conference on Computer Vision . 18046–18056. ||| Yu-Ting Tsai and Zen-Chung Shih. 2006. All-frequency precomputed radiance transfer using spherical radial basis functions and clustered tensor approximation. ACM Transactions on Graphics (TOG) 25, 3 (2006), 967–976. ||| Delio Vicini, Vladlen Koltun, and Wenzel Jakob. 2019. A learned shape-adaptive subsurface scattering model. ACM Transactions on Graphics (TOG) 38, 4 (2019), 1–15. ||| Magnus Wrenninge, Ryusuke Villemin, and Christophe Hery. 2017. Path traced subsurface scattering using anisotropic phase functions and non-exponential free flights. Technical report. Pixar Inc. ||| Haoqian Wu, Zhipeng Hu, Lincheng Li, Yongqiang Zhang, Changjie Fan, and Xin Yu. 2023. NeFII: Inverse rendering for reflectance decomposition with near-field indirect illumination. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition . 4295–4304. ||| Bing Xu, Liwen Wu, Milos Hasan, Fujun Luan, Iliyan Georgiev, Zexiang Xu, and Ravi Ramamoorthi. 2023. NeuSample: Importance sampling for neural materials. In ACM SIGGRAPH 2023 Conference Proceedings (SIGGRAPH’23) . Article 41, 10 pages. ||| Kun Xu, Wei-Lun Sun, Zhao Dong, Dan-Yong Zhao, Run-Dong Wu, and Shi-Min Hu. 2013. Anisotropic spherical Gaussians. ACM Transactions on Graphics (TOG) 32, 6 (2013), 1–11. ||| Zilin Xu, Zheng Zeng, Lifan Wu, Lu Wang, and Ling-Qi Yan. 2022. Lightweight neural basis functions for all-frequency shading. In Proceedings of the SIGGRAPH Asia 2022 Conference Papers . 1–9. ||| Ling-Qi Yan, Chi-Wei Tseng, Henrik Wann Jensen, and Ravi Ramamoorthi. 2015. Physically-accurate fur reflectance: Modeling, measurement and rendering. ACM Transactions on Graphics (TOG) 34, 6 (2015), 1–13. ||| Yao Yao, Jingyang Zhang, Jingbo Liu, Yihang Qu, Tian Fang, David McKinnon, Yanghai Tsin, and Long Quan. 2022. Neilf: Neural incident light field for physically-based material estimation. In Proceedings of the European Conference on Computer Vision . Springer, 700–716. ||| Sara Fridovich-Keil, Alex Yu, Matthew Tancik, Qinhong Chen, Benjamin Recht, and Angjoo Kanazawa. 2022. Plenoxels: Radiance Fields without Neural Networks. In CVPR . ||| Tizian Zeltner, Fabrice Rousselle, Andrea Weidlich, Petrik Clarberg, Jan Novák, Benedikt Bitterli, Alex Evans, Tomáš Davidovič, Simon Kallweit, and Aaron Lefohn. 2024. Real-time neural appearance models. ACM Trans. Graph. 43, 3 (June 2024). DOI: ||| Chong Zeng, Guojun Chen, Yue Dong, Pieter Peers, Hongzhi Wu, and Xin Tong. 2023. Relighting neural radiance fields with shadow and highlight hints. In ACM SIGGRAPH 2023 Conference Proceedings . 1–11. ||| Kai Zhang, Fujun Luan, Zhengqi Li, and Noah Snavely. 2022a. IRON: Inverse rendering by optimizing neural SDFs and materials from photometric images. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition . 5565–5574. ||| Kai Zhang, Fujun Luan, Qianqian Wang, Kavita Bala, and Noah Snavely. 2021a. PhySG: Inverse rendering with spherical Gaussians for physics-based material editing and relighting. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition . 5453–5462. ||| Xiuming Zhang, Pratul P. Srinivasan, Boyang Deng, Paul Debevec, William T. Freeman, and Jonathan T. Barron. 2021b. Nerfactor: Neural factorization of shape and reflectance under an unknown illumination. ACM Transactions on Graphics (ToG) 40, 6 (2021), 1–18. ||| Yuanqing Zhang, Jiaming Sun, Xingyi He, Huan Fu, Rongfei Jia, and Xiaowei Zhou. 2022b. Modeling indirect illumination for inverse rendering. In Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition . 18643–18652. ||| Youjia Zhang, Teng Xu, Junqing Yu, Yuteng Ye, Yanqing Jing, Junle Wang, Jingyi Yu, and Wei Yang. 2023. NeMF: Inverse volume rendering with neural microflake field. In Proceedings of the IEEE/CVF International Conference on Computer Vision . 22919–22929. ||| Junqiu Zhu, Yaoyi Bai, Zilin Xu, Steve Bako, Edgar Velázquez-Armendáriz, Lu Wang, Pradeep Sen, Miloš Hašan, and Ling-Qi Yan. 2021. Neural complex luminaires: Representation and rendering. ACM Transactions on Graphics (TOG) 40, 4 (2021), 1–12. ||| Arno Zinke, Cem Yuksel, Andreas Weber, and John Keyser. 2008. Dual scattering approximation for fast multiple scattering in hair. In Proceedings of the ACM SIGGRAPH 2008 Papers . 1–10.",https://dl.acm.org/toc/tog/2025/44/1
